start_station_name,lat,lon
Troy St & Elston Ave,41.94524356848,-87.7066499009
Troy St & North Ave,41.909835,-87.705322
Sangamon St & Washington Blvd,41.883165,-87.6511
Troy St & Grace St,41.95,-87.71
Elston Ave & George St,41.93,-87.69
Ogden Ave & Roosevelt Rd,41.866506,-87.68448483333333
McCormick Place,41.8516385,-87.61885
Millard Ave & 26th St,41.84453112462163,-87.71592199802399
Whipple/Irving Park,41.95,-87.7
Archer (Damen) Ave & 37th St,41.82673416666667,-87.68322083333334
Sacramento Blvd & Franklin Blvd,41.89057233333333,-87.70264483333334
Clark St & Leland Ave,41.967096,-87.667429
Ashland Ave & McDowell Ave,41.8088705,-87.66451533333333
Hoyne Ave & Balmoral Ave,41.97985216666667,-87.68196866666666
Rhodes Ave & 32nd St,41.836762666666665,-87.6133705
Sacramento Blvd & Fulton Ave,41.89,-87.7
Ashland Ave & Pershing Rd,41.823465,-87.665577
California Ave & 23rd Pl,41.849224166666666,-87.69506816666667
Base - 2132 W Hubbard Warehouse,41.804769,-87.70407816666666
Western Ave & Gunnison St,41.97,-87.69
Central Ave & Harrison St,41.872993,-87.764499
Kedzie Ave & 48th Pl,41.8,-87.7
Rockwell St & Archer Ave,41.82,-87.69
Nordica & Medill,41.92,-87.8
Halsted St & 35th St,41.8306815,-87.64702833333334
Leavitt St & Addison St,41.9465835,-87.68338033333333
DuSable Museum,41.7914935,-87.60783966666666
Dodge Ave & Main St,42.034827666666665,-87.69921066666667
N Sheffield Ave & W Wellington Ave,41.94,-87.65
Damen Ave & Coulter St,41.8492,-87.67564
California Ave & North Ave,41.9105115,-87.69727816666666
Marquette Ave & 89th St,41.733741,-87.558424
Lincoln Ave & Sunnyside Ave,41.963004,-87.684781
Michigan Ave & Ida B Wells Dr,41.87602783333333,-87.6243165
Keystone Ave & Montrose Ave,41.96110801623,-87.7289701012
N Paulina St & Lincoln Ave,41.94,-87.67
Halsted St & 47th Pl,41.808215141,-87.645618558
Racine Ave & 35th St,41.830684833333336,-87.65622383333333
Michigan Ave & Pearson St,41.89754355,-87.623603463
Walsh Park,41.91461,-87.667968
DuSable Lake Shore Dr & Diversey Pkwy,41.932588,-87.636427
Clyde Ave & 87th St,41.73715146431056,-87.57274031639099
Kilbourn Ave & Irving Park Rd,41.953733,-87.740569
Austin Blvd & Madison St,41.880281,-87.774453
Austin Blvd & Chicago Ave,41.894887,-87.774704
Damen Ave & Division St,41.9033025,-87.67860366666666
Komensky Ave & 31st St,41.84,-87.73
Homan Ave & Fillmore St,41.87,-87.71
Leavitt St & Lawrence Ave,41.96875751,-87.684034705
Clark St & Grace St,41.95091266666667,-87.65913383333333
Lincoln Ave & Peterson Ave,41.99,-87.71
Kosciuszko Park,41.9305015,-87.7237945
Jeffery Blvd & 71st St,41.76663116666667,-87.57648766666667
Leavitt St & North Ave,41.91022233333333,-87.68232216666667
May St & 69th St,41.768944,-87.652949
Racine Ave & 61st St,41.783189,-87.654372
Chicago State University,41.7189188,-87.608394504
North Ave & New England Ave,41.91,-87.8
Pawel Bialowas - Test- PBSC charging station,45.635034323,-73.79647696
Ashland Ave & 66th St,41.774074,-87.663815
California Ave & Lake St,41.88445395657,-87.6962981368
Kedzie Ave & 24th St,41.84819094491,-87.7054137458
Loomis St & 89th St,41.73246816666666,-87.65804133333333
Perry Ave & 69th St,41.76926566666667,-87.62822866666667
Ping Tom Park (East),41.86,-87.63
Pulaski & Ann Lurie Pl,41.82,-87.72
Eggleston Ave & 69th St,41.768898,-87.635876
Commercial Ave & 130th St,41.659108,-87.55080266666667
Knox Ave & Montrose Ave,41.960650802,-87.745417833
Central Ave & Chicago Ave,41.894958,-87.764902
Western Ave & Grace St,41.95,-87.69
Kostner Ave & Lake St,41.885928,-87.73541
Campbell Ave & Fullerton Ave,41.924686,-87.6893205
Washtenaw Ave & Ogden Ave,41.86188383333333,-87.69354633333333
Long & Irving Park,41.95,-87.76
Central St Metra,42.063862666666665,-87.698667
Damen Ave & 33rd St,41.83,-87.68
California Ave & 21st St,41.85375916666667,-87.69578516666667
Meade Ave & Addison St,41.95,-87.78
Cottage Grove Ave & Oakwood Blvd,41.8229985,-87.60711683333334
Halsted & 63rd - Kennedy-King Vaccination Site,41.77938114228,-87.6446208145
Mulligan Ave & Wellington Ave,41.93,-87.78
Eberhart Ave & 61st St,41.784064666666666,-87.61329866666667
Kostner Ave & Wrightwood Ave,41.93,-87.74
Larrabee St & Menomonee St,41.91468,-87.64332
Malcolm X College Vaccination Site,41.877591,-87.67389116666666
Vincennes Ave & 75th St,41.75797,-87.63121
Elizabeth St & 47th St,41.808394666666665,-87.656535
Conservatory Dr & Lake St,41.885502,-87.716866
Narragansett & Irving Park,41.95,-87.79
Narragansett Ave & School St,41.94,-87.79
Cottage Grove Ave & 78th St,41.75319983333333,-87.6050325
St. Louis Ave & Balmoral Ave,41.98039423475,-87.7161149615
Western Ave & Ardmore Ave,41.99,-87.69
Wabash Ave & 83rd St,41.743328094,-87.622855067
Racine Ave & Garfield Blvd,41.794228,-87.655073
Lamon Ave & Armitage Ave,41.92,-87.75
Kedzie Ave & 21st St,41.853556514,-87.705094218
Kilbourn Ave & Milwaukee Ave,41.947037578,-87.739938855
Augusta Blvd & Laramie Ave,41.9,-87.76
Cicero Ave & Lake St,41.886920094,-87.745259762
Central Park & Augusta Blvd,41.9,-87.72
Avenue O & 118th St,41.68107,-87.537931
Kedzie Ave & Harrison St,41.8736675,-87.70491083333333
Ashland Ave & Garfield Blvd,41.7928845,-87.6644955
Central Ave & Parker Ave,41.93,-87.77
Long Ave & Belden Ave,41.92,-87.76
Spaulding Ave & 63rd St,41.78,-87.71
Burnham Greenway & 105th St,41.70460083333333,-87.528379
Lavergne & Fullerton,41.92,-87.75
Central Ave & Roscoe St,41.94,-87.77
Sacramento Blvd & Addison St,41.95,-87.7
Hamlin Ave & 62nd Pl,41.78,-87.72
W Washington Blvd & N Peoria St,41.88,-87.65
Cicero Ave & Grace St,41.95,-87.75
Loomis Blvd & 84th St,41.74157233333333,-87.65839616666666
Campbell Ave & 51st St,41.8,-87.69
Ashland Ave & 74th St,41.75920533333333,-87.663461
Elston Ave & Henderson St,41.94,-87.7
Tripp Ave & 31st St,41.84,-87.73
Morgan St & Pershing Rd,41.823679805,-87.651022911
Long Ave & Belmont Ave,41.94,-87.76
Kilpatrick Ave & Grand Ave,41.91,-87.74
Rhodes Ave & 71st St,41.76596966666666,-87.61169766666667
Narragansett & Wrightwood,41.93,-87.79
Lavergne Ave & Division St,41.9,-87.75
Menard Ave & North Ave,41.91,-87.77
Cottage Grove Ave & 71st St,41.76571903697,-87.604959713
Eberhart Ave & 131st St,41.65795383333333,-87.61076133333333
Pulaski Rd & Congress Pkwy,41.874351,-87.72597333333333
Ellis Ave & 83rd St,41.744123,-87.599034
Vernon Ave & 75th St,41.758361,-87.614138
State St & 79th St,41.750765,-87.6244385
Cottage Grove Ave & 83rd St,41.743441,-87.604836
Central Park Blvd & 5th Ave,41.87569366666666,-87.715497
Western Blvd & 48th Pl,41.80570616666667,-87.68341
Stony Island Ave & 64th St,41.778881,-87.586647
State St & 76th St,41.756971,-87.624621
Evans Ave & 75th St,41.758517861,-87.606470466
Stony Island Ave & 90th St,41.731395,-87.585744
Central Ave & Lake St,41.887664,-87.765469
Wabash Ave & 87th St,41.736646,-87.622634
Mozart St & Jackson Blvd,41.88,-87.7
Lawndale Ave & 111th St,41.69131919221066,-87.71288573741913
Pulaski Rd & Lake St,41.885409,-87.726491
Greenwood Ave & 91st St,41.728264268162725,-87.59729862213135
Oakley Ave & Touhy Ave,42.012342,-87.688243
Ada St & 113th St,41.6875925,-87.6553245
Cottage Grove Ave & 111th Pl,41.69170975847015,-87.61000156402588
Lawndale Ave & 30th St,41.84,-87.72
Torrence Ave & 126th Pl,41.66631200825726,-87.55721569061278
Laramie Ave & Kinzie St,41.887798333333336,-87.755604
Jeffery Blvd & 67th St,41.77351755125,-87.5771428255
Michigan Ave & 114th St,41.68702683333333,-87.6211315
Princeton Ave & Garfield Blvd,41.79499633333333,-87.6331205
Western Ave & Lake St,41.88,-87.69
Sacramento Ave & Pershing Rd,41.82,-87.7
California Ave & 26th St,41.8436799145765,-87.69496858119965
Western Ave & 111th St,41.691211034981045,-87.68129736185074
Baltimore Ave & 87th St,41.73733560041666,-87.54851460456847
Dauphin Ave & 87th St,41.73655902282214,-87.60125756263733
Cicero Ave & Quincy St,41.877578497,-87.745353103
Wolcott Ave & Fargo Ave,42.016952,-87.677648
East End Ave & 87th St,41.73681521440671,-87.58280128240585
Milwaukee Ave & Fullerton Ave,41.92,-87.7
Kilbourn & Roscoe,41.94,-87.74
Kenton Ave & Madison St,41.880708,-87.741018
Exchange Ave & 79th St,41.751731,-87.552812
N Shore Channel Trail & Argyle Ave,41.97,-87.7
Stony Island Ave & 82nd St,41.746559,-87.586005
Phillips Ave & 79th St,41.75182,-87.565211
Yates Blvd & 75th St,41.758768,-87.56644
Francisco Ave & Bloomingdale Ave,41.91,-87.7
Washtenaw Ave & Peterson Ave,41.99,-87.7
Francisco Ave & Montrose Ave,41.96,-87.7
Washtenaw Ave & Polk St,41.87,-87.69
Fullerton & Monitor,41.92,-87.77
Maplewood Ave & 59th St,41.79,-87.69
Damen Ave & 51st St,41.800908,-87.674684
Commercial Ave & 83rd St,41.74464233333333,-87.5512535
Cornell Dr & Hayes Dr,41.780581,-87.5851665
Stony Island Ave & South Chicago Ave,41.75112633333333,-87.585307
Yates Blvd & 93rd St,41.72616639024511,-87.5662761926651
Halsted St & 59th St,41.787539,-87.644874
Narragansett & McLean,41.92,-87.79
Racine Ave & 65th St,41.775393,-87.654308
Harlem Ave & Grace St,41.95,-87.81
Olive Harvey College,41.709521413,-87.59021759
Ashland Ave & 78th St,41.75221716666667,-87.66378950000001
Whipple St & Roosevelt Rd,41.87,-87.7
Stewart Ave & 63rd St,41.779800296,-87.634804368
Sacramento Blvd & Polk St,41.87,-87.7
Summit Ave & 86th St,41.73783816666667,-87.6448325
Oglesby Ave & 100th St,41.7133315,-87.565902
Damen Ave & 59th St,41.785861065132,-87.67414391040802
Cicero Ave & Flournoy St,41.872131,-87.746619
Pulaski Rd & 60th St,41.78,-87.72
Kedzie Ave & 57th St,41.79,-87.7
Virginia Ave & Catalpa Ave,41.98,-87.7
Kedzie Ave & 104th St,41.7,-87.7
California Ave & Marquette Rd,41.77,-87.69
Halsted St & 51st St,41.844650626,-87.72326529
Constance Ave & 95th St,41.722079666666666,-87.57896066666666
Altgeld Gardens,41.657074332,-87.598875642
Long Ave & North Ave,41.91,-87.76
Kedzie Ave & Roosevelt Rd,41.866530061,-87.70638001
Francisco Ave & Hollywood Ave,41.98,-87.7
Archer Ave & 43rd St,41.82,-87.7
St Louis Ave & Norman Bobbins Ave,41.79,-87.71
Major Taylor Trail & 115th St,41.68496116666667,-87.64533616666667
Meade Ave & Diversey Ave,41.93,-87.78
Bloomingdale Ave & Harlem Ave,41.91,-87.81
Walden Pkwy & 100th St,41.712234333333335,-87.6677095
State St & 123rd St,41.6706255,-87.62281866666666
Woodlawn & 103rd - Olive Harvey Vaccination Site,41.71,-87.59
Monticello Ave & Chicago Ave,41.9,-87.72
Kilbourn & Belden,41.92,-87.74
Leamington Ave & Hirsch St,41.91,-87.75
Kildare Ave & 47th St,41.81,-87.73
Avenue L & 114th St,41.69,-87.54
Indiana Ave & 103rd St,41.70717833333333,-87.618335
St Louis Ave & 59th St,41.79,-87.71
Francisco Ave & 47th St,41.81,-87.7
Parkside Ave & Armitage Ave,41.92,-87.77
Stewart Ave & 83rd St,41.743736,-87.6340875
Doty Ave & 111th St,41.695035815,-87.598678589
Oak Park & Wellington,41.93,-87.8
Albany Ave & Belmont Ave,41.94,-87.71
Kostner Ave & 63rd St,41.78,-87.73
Lawler Ave & 50th St,41.8,-87.75
Western Ave & 104th St,41.7046195,-87.681086
Oketo Ave & Addison St,41.94,-87.81
Kenneth Ave & 50th St,41.8,-87.73
Wentworth Ave & 104th St,41.70533283333333,-87.62890216666666
Kildare Ave & 26th St,41.84,-87.73
Central Park Ave & 24th St,41.848064423,-87.715148568
Rockwell St & 57th St,41.79,-87.69
Torrence Ave & 106th St,41.702873833333335,-87.55996883333333
Western & 28th - Velasquez Institute Vaccination Site,41.84157966666667,-87.68514583333334
Pulaski Rd & 21st St,41.85,-87.72
Sayre & Diversey,41.93,-87.8
Western Ave & 62nd St,41.78,-87.68
Ewing Ave & Burnham Greenway,41.712694166666665,-87.53459016666666
Eggleston Ave & 92nd St,41.727619886,-87.634873748
